season,date,opp_abbr,home_win,attendance,is_evening,venue_capacity,lat,lon,opponent,temperature_f,precipitation_mm,day_of_week,month,is_weekend,home_game_num,home_games_total,season_progress,is_rivalry,home_win_rate_last5,opp_win_rate_season,attendance_pct
2000,2000-04-12,TEX,1,48487,0,57545,40.8296,-73.9262,Texas Rangers,49.8,1.0,2,4,0,1,80,0.0125,0,0.5,0.5,0.842592753497263
2000,2000-04-13,TEX,1,23805,1,57545,40.8296,-73.9262,Texas Rangers,48.2,0.0,3,4,0,2,80,0.025,0,1.0,0.0,0.4136762533669302
2000,2000-04-14,KCR,1,33094,1,57545,40.8296,-73.9262,Kansas City Royals,52.3,0.0,4,4,0,3,80,0.0375,0,1.0,0.5,0.5750977495872795
2000,2000-04-15,KCR,1,34056,0,57545,40.8296,-73.9262,Kansas City Royals,61.7,5.0,5,4,1,4,80,0.05,0,1.0,0.0,0.5918151012251281
2000,2000-04-16,KCR,1,36724,0,57545,40.8296,-73.9262,Kansas City Royals,73.5,6.4,6,4,1,5,80,0.0625,0,1.0,0.0,0.63817881657833
2000,2000-04-24,MIN,0,35693,0,57545,40.8296,-73.9262,Minnesota Twins,65.4,0.0,0,4,0,6,80,0.075,0,1.0,0.5,0.6202624033365193
2000,2000-04-25,MIN,0,27372,1,57545,40.8296,-73.9262,Minnesota Twins,56.1,0.0,1,4,0,7,80,0.0875,0,0.8,1.0,0.4756625249804501
2000,2000-04-26,MIN,1,27919,0,57545,40.8296,-73.9262,Minnesota Twins,46.0,0.1,2,4,0,8,80,0.1,0,0.6,1.0,0.48516812929012076
2000,2000-04-28,TOR,1,35987,1,57545,40.8296,-73.9262,Toronto Blue Jays,57.3,0.1,4,4,0,9,80,0.1125,0,0.6,0.5,0.6253714484316621
2000,2000-04-29,TOR,0,38783,0,57545,40.8296,-73.9262,Toronto Blue Jays,63.5,0.0,5,4,1,10,80,0.125,0,0.6,0.0,0.6739595099487358
2000,2000-04-30,TOR,1,43721,0,57545,40.8296,-73.9262,Toronto Blue Jays,61.3,0.0,6,4,1,11,80,0.1375,0,0.4,0.5,0.7597706143018508
2000,2000-05-05,BAL,1,42244,1,57545,40.8296,-73.9262,Baltimore Orioles,82.2,2.3,4,5,0,12,80,0.15,0,0.6,0.5,0.7341037448952993
2000,2000-05-06,BAL,1,54350,0,57545,40.8296,-73.9262,Baltimore Orioles,83.5,0.0,5,5,1,13,80,0.1625,0,0.8,0.0,0.9444782344252324
2000,2000-05-07,BAL,0,52559,0,57545,40.8296,-73.9262,Baltimore Orioles,87.4,0.0,6,5,1,14,80,0.175,0,0.8,0.0,0.9133547658354332
2000,2000-05-08,TBD,1,25361,1,57545,40.8296,-73.9262,TBD,86.9,0.7,0,5,0,15,80,0.1875,0,0.6,0.5,0.4407159614214962
2000,2000-05-09,TBD,1,23097,1,57545,40.8296,-73.9262,TBD,87.7,0.0,1,5,0,16,80,0.2,0,0.8,0.0,0.4013728386480146
2000,2000-05-11,TBD,0,14292,1,57545,40.8296,-73.9262,TBD,70.9,0.0,3,5,0,17,80,0.2125,0,0.8,0.0,0.24836215135980538
2000,2000-05-16,CHW,0,31143,1,57545,40.8296,-73.9262,Chicago White Sox,66.2,0.0,1,5,0,18,80,0.225,0,0.6,0.5,0.5411938482926405
2000,2000-05-17,CHW,1,26887,1,57545,40.8296,-73.9262,Chicago White Sox,67.0,0.0,2,5,0,19,80,0.2375,0,0.4,1.0,0.46723433834390476
2000,2000-05-26,BOS,0,54470,1,57545,40.8296,-73.9262,Boston Red Sox,72.3,0.0,4,5,0,20,80,0.25,1,0.6,0.5,0.9465635589538622
2000,2000-05-27,BOS,1,55671,0,57545,40.8296,-73.9262,Boston Red Sox,67.6,0.0,5,5,1,21,80,0.2625,1,0.4,1.0,0.9674341819445651
2000,2000-05-28,BOS,0,55339,1,57545,40.8296,-73.9262,Boston Red Sox,65.1,0.0,6,5,1,22,80,0.275,1,0.4,0.5,0.9616647840820227
2000,2000-05-29,OAK,1,41284,0,57545,40.8296,-73.9262,Oakland Athletics,62.3,0.0,0,5,0,23,80,0.2875,0,0.4,0.5,0.7174211486662612
2000,2000-05-30,OAK,0,26360,1,57545,40.8296,-73.9262,Oakland Athletics,60.5,0.0,1,5,0,24,80,0.3,0,0.6,0.0,0.458076288122339
2000,2000-05-31,OAK,0,30178,1,57545,40.8296,-73.9262,Oakland Athletics,66.8,0.0,2,5,0,25,80,0.3125,0,0.4,0.5,0.5244243635415762
2000,2000-06-09,NYM,0,55822,1,57545,40.8296,-73.9262,New York Mets,85.2,0.0,4,6,0,26,80,0.325,1,0.4,0.5,0.9700582153097576
2000,2000-06-10,NYM,1,55839,0,57545,40.8296,-73.9262,New York Mets,89.1,0.0,5,6,1,27,80,0.3375,1,0.2,1.0,0.9703536362846468
2000,2000-06-13,BOS,0,52142,1,57545,40.8296,-73.9262,Boston Red Sox,61.6,4.6,1,6,0,28,80,0.35,1,0.4,0.6666666666666666,0.9061082630984447
2000,2000-06-14,BOS,1,54834,0,57545,40.8296,-73.9262,Boston Red Sox,61.6,3.1,2,6,0,29,80,0.3625,1,0.2,0.75,0.9528890433573725
2000,2000-06-15,CHW,0,30803,1,57545,40.8296,-73.9262,Chicago White Sox,74.3,0.0,3,6,0,30,80,0.375,0,0.4,0.5,0.5352854287948562
2000,2000-06-16,CHW,0,41910,1,57545,40.8296,-73.9262,Chicago White Sox,83.7,0.2,4,6,0,31,80,0.3875,0,0.4,0.6666666666666666,0.7282995916239465
2000,2000-06-17,CHW,0,54053,0,57545,40.8296,-73.9262,Chicago White Sox,86.8,4.3,5,6,1,32,80,0.4,0,0.4,0.75,0.9393170562168738
2000,2000-06-18,CHW,0,52856,0,57545,40.8296,-73.9262,Chicago White Sox,71.1,6.7,6,6,1,33,80,0.4125,0,0.2,0.8,0.9185159440437918
2000,2000-07-04,BAL,0,44447,0,57545,40.8296,-73.9262,Baltimore Orioles,81.6,0.2,1,7,0,34,80,0.425,0,0.2,0.3333333333333333,0.7723868277000608
2000,2000-07-05,BAL,1,40031,1,57545,40.8296,-73.9262,Baltimore Orioles,82.8,0.0,2,7,0,35,80,0.4375,0,0.0,0.5,0.6956468850464853
2000,2000-07-06,BAL,1,44104,0,57545,40.8296,-73.9262,Baltimore Orioles,76.8,0.0,3,7,0,36,80,0.45,0,0.2,0.4,0.7664262750890607
2000,2000-07-08,NYM,1,55821,1,57545,40.8296,-73.9262,New York Mets,76.7,0.0,5,7,1,37,80,0.4625,1,0.4,0.5,0.9700408376053523
2000,2000-07-13,FLA,0,33323,1,57545,40.8296,-73.9262,FLA,83.4,0.0,3,7,0,38,80,0.475,0,0.6,0.5,0.5790772438960813
2000,2000-07-14,FLA,1,35332,1,57545,40.8296,-73.9262,FLA,79.4,1.8,4,7,0,39,80,0.4875,0,0.6,1.0,0.6139890520462247
2000,2000-07-16,PHI,1,53131,0,57545,40.8296,-73.9262,Philadelphia Phillies,77.4,0.7,6,7,1,40,80,0.5,0,0.8,0.5,0.9232948127552351
2000,2000-07-17,PHI,0,38987,1,57545,40.8296,-73.9262,Philadelphia Phillies,77.7,0.7,0,7,0,41,80,0.5125,0,0.8,0.0,0.6775045616474064
2000,2000-07-18,PHI,1,40013,1,57545,40.8296,-73.9262,Philadelphia Phillies,84.9,0.0,1,7,0,42,80,0.525,0,0.6,0.5,0.6953340863671909
2000,2000-07-19,DET,1,32420,1,57545,40.8296,-73.9262,Detroit Tigers,71.6,1.8,2,7,0,43,80,0.5375,0,0.6,0.5,0.5633851768181424
2000,2000-07-20,DET,0,45535,0,57545,40.8296,-73.9262,Detroit Tigers,73.7,0.0,3,7,0,44,80,0.55,0,0.8,0.0,0.7912937700929707
2000,2000-07-21,TBD,1,39518,1,57545,40.8296,-73.9262,TBD,80.0,0.0,4,7,0,45,80,0.5625,0,0.6,0.3333333333333333,0.6867321226865931
2000,2000-07-22,TBD,0,47375,0,57545,40.8296,-73.9262,TBD,78.0,0.0,5,7,1,46,80,0.575,0,0.6,0.25,0.8232687461986271
2000,2000-07-23,TBD,1,45528,0,57545,40.8296,-73.9262,TBD,77.6,0.0,6,7,1,47,80,0.5875,0,0.6,0.4,0.791172126162134
2000,2000-08-01,KCR,1,32649,1,57545,40.8296,-73.9262,Kansas City Royals,78.2,8.9,1,8,0,48,80,0.6,0,0.6,0.0,0.5673646711269441
2000,2000-08-02,KCR,0,38993,0,57545,40.8296,-73.9262,Kansas City Royals,83.9,2.0,2,8,0,49,80,0.6125,0,0.6,0.0,0.6776088278738379
2000,2000-08-03,KCR,1,33829,1,57545,40.8296,-73.9262,Kansas City Royals,81.9,2.7,3,8,0,50,80,0.625,0,0.6,0.2,0.5878703623251369
2000,2000-08-04,SEA,1,46592,1,57545,40.8296,-73.9262,Seattle Mariners,78.5,0.9,4,8,0,51,80,0.6375,0,0.6,0.5,0.809662003649318
2000,2000-08-05,SEA,0,55629,0,57545,40.8296,-73.9262,Seattle Mariners,77.4,0.0,5,8,1,52,80,0.65,0,0.8,0.0,0.9667043183595447
2000,2000-08-06,SEA,0,52720,0,57545,40.8296,-73.9262,Seattle Mariners,76.6,0.3,6,8,1,53,80,0.6625,0,0.6,0.5,0.916152576244678
2000,2000-08-07,SEA,0,38421,0,57545,40.8296,-73.9262,Seattle Mariners,87.8,3.9,0,8,0,54,80,0.675,0,0.4,0.6666666666666666,0.6676687809540359
2000,2000-08-08,OAK,1,36357,1,57545,40.8296,-73.9262,Oakland Athletics,86.3,0.0,1,8,0,55,80,0.6875,0,0.4,0.6666666666666666,0.6318011990616039
2000,2000-08-09,OAK,1,33466,1,57545,40.8296,-73.9262,Oakland Athletics,86.6,0.0,2,8,0,56,80,0.7,0,0.4,0.5,0.5815622556260318
2000,2000-08-10,OAK,1,41011,0,57545,40.8296,-73.9262,Oakland Athletics,83.0,13.0,3,8,0,57,80,0.7125,0,0.4,0.4,0.7126770353636285
2000,2000-08-17,ANA,1,35180,1,57545,40.8296,-73.9262,ANA,72.9,0.0,3,8,0,58,80,0.725,0,0.6,0.5,0.611347640976627
2000,2000-08-18,ANA,0,37503,1,57545,40.8296,-73.9262,ANA,70.0,6.9,4,8,0,59,80,0.7375,0,0.8,0.0,0.6517160483100183
2000,2000-08-19,ANA,1,49491,0,57545,40.8296,-73.9262,ANA,73.4,0.0,5,8,1,60,80,0.75,0,0.8,0.5,0.8600399687201321
2000,2000-08-20,ANA,0,50048,0,57545,40.8296,-73.9262,ANA,70.6,0.0,6,8,1,61,80,0.7625,0,0.8,0.3333333333333333,0.8697193500738553
2000,2000-08-21,TEX,1,16310,0,57545,40.8296,-73.9262,Texas Rangers,72.5,0.0,0,8,0,62,80,0.775,0,0.6,0.0,0.28343035884959594
2000,2000-08-22,TEX,0,39915,1,57545,40.8296,-73.9262,Texas Rangers,75.4,0.0,1,8,0,63,80,0.7875,0,0.6,0.0,0.6936310713354766
2000,2000-08-23,TEX,1,33081,1,57545,40.8296,-73.9262,Texas Rangers,74.4,4.2,2,8,0,64,80,0.8,0,0.4,0.25,0.5748718394300113
2000,2000-08-24,TEX,1,44578,0,57545,40.8296,-73.9262,Texas Rangers,78.6,0.9,3,8,0,65,80,0.8125,0,0.6,0.2,0.7746633069771484
2000,2000-09-01,MIN,1,38294,1,57545,40.8296,-73.9262,Minnesota Twins,82.4,4.6,4,9,0,66,80,0.825,0,0.6,0.6666666666666666,0.6654618124945695
2000,2000-09-02,MIN,1,47438,0,57545,40.8296,-73.9262,Minnesota Twins,80.5,7.6,5,9,1,67,80,0.8375,0,0.8,0.5,0.8243635415761578
2000,2000-09-03,MIN,0,42365,0,57545,40.8296,-73.9262,Minnesota Twins,81.1,6.5,6,9,1,68,80,0.85,0,0.8,0.4,0.7362064471283344
2000,2000-09-11,BOS,0,40326,1,57545,40.8296,-73.9262,Boston Red Sox,74.9,0.0,0,9,0,69,80,0.8625,1,0.8,0.6,0.7007733078460335
2000,2000-09-12,TOR,1,30370,1,57545,40.8296,-73.9262,Toronto Blue Jays,79.7,0.0,1,9,0,70,80,0.875,0,0.6,0.3333333333333333,0.5277608827873838
2000,2000-09-13,TOR,1,29083,1,57545,40.8296,-73.9262,Toronto Blue Jays,77.4,4.3,2,9,0,71,80,0.8875,0,0.6,0.25,0.5053957772178296
2000,2000-09-14,TOR,0,35040,1,57545,40.8296,-73.9262,Toronto Blue Jays,74.7,0.0,3,9,0,72,80,0.9,0,0.6,0.2,0.6089147623598923
2000,2000-09-15,CLE,0,48443,1,57545,40.8296,-73.9262,Cleveland Guardians,70.7,21.2,4,9,0,73,80,0.9125,0,0.4,0.5,0.8418281345034321
2000,2000-09-16,CLE,1,55097,0,57545,40.8296,-73.9262,Cleveland Guardians,64.0,0.0,5,9,1,74,80,0.925,0,0.4,1.0,0.9574593796159527
2000,2000-09-17,CLE,0,50174,0,57545,40.8296,-73.9262,Cleveland Guardians,68.4,0.0,6,9,1,75,80,0.9375,0,0.6,0.5,0.8719089408289165
2000,2000-09-18,CLE,0,31317,1,57545,40.8296,-73.9262,Cleveland Guardians,74.6,0.0,0,9,0,76,80,0.95,0,0.4,0.6666666666666666,0.5442175688591537
2000,2000-09-22,DET,0,37092,1,57545,40.8296,-73.9262,Detroit Tigers,66.9,0.0,4,9,0,77,80,0.9625,0,0.2,0.5,0.6445738117994613
2000,2000-09-23,DET,1,40029,0,57545,40.8296,-73.9262,Detroit Tigers,67.3,0.1,5,9,1,78,80,0.975,0,0.2,0.6666666666666666,0.6956121296376748
2000,2000-09-24,DET,1,41415,0,57545,40.8296,-73.9262,Detroit Tigers,71.5,1.8,6,9,1,79,80,0.9875,0,0.4,0.5,0.7196976279433487
2000,2000-09-25,DET,0,32701,1,57545,40.8296,-73.9262,Detroit Tigers,60.8,3.4,0,9,0,80,80,1.0,0,0.4,0.4,0.568268311756017
2001,2001-04-02,KCR,1,55814,0,57545,40.8296,-73.9262,Kansas City Royals,48.5,0.5,0,4,0,1,79,0.012658227848101266,0,0.4,0.5,0.9699191936745156
2001,2001-04-04,KCR,1,26499,1,57545,40.8296,-73.9262,Kansas City Royals,52.3,0.0,2,4,0,2,79,0.02531645569620253,0,0.6,0.0,0.46049178903466853
2001,2001-04-05,KCR,1,26696,0,57545,40.8296,-73.9262,Kansas City Royals,59.3,0.0,3,4,0,3,79,0.0379746835443038,0,0.8,0.0,0.46391519680250237
2001,2001-04-06,TOR,0,29606,1,57545,40.8296,-73.9262,Toronto Blue Jays,49.3,4.4,4,4,0,4,79,0.05063291139240506,0,0.8,0.5,0.5144843166217743
2001,2001-04-07,TOR,0,30487,0,57545,40.8296,-73.9262,Toronto Blue Jays,52.0,0.0,5,4,1,5,79,0.06329113924050633,0,0.6,1.0,0.5297940742027978
2001,2001-04-08,TOR,1,31970,0,57545,40.8296,-73.9262,Toronto Blue Jays,51.5,2.6,6,4,1,6,79,0.0759493670886076,0,0.6,1.0,0.5555652098357807
2001,2001-04-20,BOS,1,54366,1,57545,40.8296,-73.9262,Boston Red Sox,61.7,0.4,4,4,0,7,79,0.08860759493670886,1,0.6,0.5,0.9447562776957164
2001,2001-04-21,BOS,0,55483,0,57545,40.8296,-73.9262,Boston Red Sox,65.4,3.7,5,4,1,8,79,0.10126582278481013,1,0.6,0.0,0.9641671735163785
2001,2001-04-22,BOS,1,55278,0,57545,40.8296,-73.9262,Boston Red Sox,80.9,0.7,6,4,1,9,79,0.11392405063291139,1,0.4,0.5,0.9606047441133027
2001,2001-04-24,SEA,0,29522,1,57545,40.8296,-73.9262,Seattle Mariners,81.1,0.0,1,4,0,10,79,0.12658227848101267,0,0.6,0.5,0.5130245894517335
2001,2001-04-25,SEA,0,23684,1,57545,40.8296,-73.9262,Seattle Mariners,54.4,0.0,2,4,0,11,79,0.13924050632911392,0,0.6,1.0,0.4115735511338952
2001,2001-04-26,SEA,0,30218,1,57545,40.8296,-73.9262,Seattle Mariners,59.6,0.0,3,4,0,12,79,0.1518987341772152,0,0.4,1.0,0.5251194717177861
2001,2001-04-27,OAK,1,35170,1,57545,40.8296,-73.9262,Oakland Athletics,68.7,0.0,4,4,0,13,79,0.16455696202531644,0,0.2,0.5,0.6111738639325746
2001,2001-04-28,OAK,1,38422,0,57545,40.8296,-73.9262,Oakland Athletics,60.2,0.0,5,4,1,14,79,0.17721518987341772,0,0.4,0.0,0.6676861586584412
2001,2001-04-29,OAK,1,50572,0,57545,40.8296,-73.9262,Oakland Athletics,61.4,0.0,6,4,1,15,79,0.189873417721519,0,0.4,0.0,0.8788252671822052
2001,2001-05-08,MIN,0,29326,1,57545,40.8296,-73.9262,Minnesota Twins,64.7,0.0,1,5,0,16,79,0.20253164556962025,0,0.6,0.5,0.5096185593883048
2001,2001-05-09,MIN,1,23280,1,57545,40.8296,-73.9262,Minnesota Twins,72.5,0.0,2,5,0,17,79,0.21518987341772153,0,0.6,1.0,0.404552958554175
2001,2001-05-10,MIN,0,29100,1,57545,40.8296,-73.9262,Minnesota Twins,80.2,0.0,3,5,0,18,79,0.22784810126582278,0,0.8,0.5,0.5056911981927188
2001,2001-05-11,BAL,1,40433,1,57545,40.8296,-73.9262,Baltimore Orioles,85.0,0.0,4,5,0,19,79,0.24050632911392406,0,0.6,0.5,0.702632722217395
2001,2001-05-12,BAL,1,48288,0,57545,40.8296,-73.9262,Baltimore Orioles,84.0,0.2,5,5,1,20,79,0.25316455696202533,0,0.6,0.0,0.8391345903206187
2001,2001-05-13,BAL,0,39819,0,57545,40.8296,-73.9262,Baltimore Orioles,67.2,0.0,6,5,1,21,79,0.26582278481012656,0,0.6,0.0,0.6919628117125728
2001,2001-05-23,BOS,1,44108,1,57545,40.8296,-73.9262,Boston Red Sox,60.7,4.3,2,5,0,22,79,0.27848101265822783,1,0.6,0.3333333333333333,0.7664957859066818
2001,2001-05-24,BOS,1,55592,0,57545,40.8296,-73.9262,Boston Red Sox,68.4,0.3,3,5,0,23,79,0.2911392405063291,1,0.6,0.25,0.9660613432965506
2001,2001-06-01,CLE,0,42032,1,57545,40.8296,-73.9262,Cleveland Guardians,67.8,4.2,4,6,0,24,79,0.3037974683544304,0,0.8,0.5,0.7304196715613868
2001,2001-06-02,CLE,1,46618,0,57545,40.8296,-73.9262,Cleveland Guardians,72.3,20.3,5,6,1,25,79,0.31645569620253167,0,0.6,1.0,0.8101138239638543
2001,2001-06-03,CLE,0,47300,0,57545,40.8296,-73.9262,Cleveland Guardians,70.5,5.1,6,6,1,26,79,0.3291139240506329,0,0.6,0.5,0.8219654183682336
2001,2001-06-04,BOS,1,41771,1,57545,40.8296,-73.9262,Boston Red Sox,69.5,0.0,0,6,0,27,79,0.34177215189873417,1,0.6,0.2,0.725884090711617
2001,2001-06-05,BAL,0,30605,1,57545,40.8296,-73.9262,Baltimore Orioles,72.5,0.0,1,6,0,28,79,0.35443037974683544,0,0.6,0.3333333333333333,0.531844643322617
2001,2001-06-06,BAL,1,25137,1,57545,40.8296,-73.9262,Baltimore Orioles,73.8,0.0,2,6,0,29,79,0.3670886075949367,0,0.4,0.5,0.43682335563472063
2001,2001-06-07,BAL,1,30786,1,57545,40.8296,-73.9262,Baltimore Orioles,74.3,0.0,3,6,0,30,79,0.379746835443038,0,0.6,0.4,0.534990007819967
2001,2001-06-08,ATL,1,50090,1,57545,40.8296,-73.9262,Atlanta Braves,76.7,0.0,4,6,0,31,79,0.3924050632911392,0,0.6,0.5,0.8704492136588756
2001,2001-06-09,ATL,0,55107,0,57545,40.8296,-73.9262,Atlanta Braves,77.6,0.0,5,6,1,32,79,0.4050632911392405,0,0.8,0.0,0.9576331566600053
2001,2001-06-10,ATL,0,41392,1,57545,40.8296,-73.9262,Atlanta Braves,79.0,0.0,6,6,1,33,79,0.4177215189873418,0,0.6,0.5,0.719297940742028
2001,2001-06-12,MON,0,30034,1,57545,40.8296,-73.9262,MON,81.6,0.1,1,6,0,34,79,0.43037974683544306,0,0.6,0.5,0.5219219741072204
2001,2001-06-13,MON,1,24960,1,57545,40.8296,-73.9262,MON,82.4,0.1,2,6,0,35,79,0.4430379746835443,0,0.4,1.0,0.43374750195499173
2001,2001-06-14,MON,1,33306,1,57545,40.8296,-73.9262,MON,81.4,0.0,3,6,0,36,79,0.45569620253164556,0,0.4,0.5,0.5787818229211921
2001,2001-06-25,CLE,1,40852,1,57545,40.8296,-73.9262,Cleveland Guardians,79.8,0.0,0,6,0,37,79,0.46835443037974683,0,0.4,0.6666666666666666,0.709913980363194
2001,2001-06-26,CLE,0,40346,1,57545,40.8296,-73.9262,Cleveland Guardians,84.6,0.0,1,6,0,38,79,0.4810126582278481,0,0.6,0.5,0.7011208619341385
2001,2001-06-27,CLE,1,45539,0,57545,40.8296,-73.9262,Cleveland Guardians,87.9,0.0,2,6,0,39,79,0.4936708860759494,0,0.6,0.6,0.7913632809105917
2001,2001-06-29,TBD,1,38416,1,57545,40.8296,-73.9262,TBD,80.9,0.0,4,6,0,40,79,0.5063291139240507,0,0.8,0.5,0.6675818924320097
2001,2001-06-30,TBD,1,42544,0,57545,40.8296,-73.9262,TBD,91.0,0.5,5,6,1,41,79,0.5189873417721519,0,0.8,0.0,0.7393170562168737
2001,2001-07-01,TBD,1,41983,0,57545,40.8296,-73.9262,TBD,87.4,11.8,6,7,1,42,79,0.5316455696202531,0,0.8,0.0,0.7295681640455296
2001,2001-07-02,TBD,1,43029,0,57545,40.8296,-73.9262,TBD,71.3,0.0,0,7,0,43,79,0.5443037974683544,0,0.8,0.0,0.747745242853419
2001,2001-07-06,NYM,1,55534,1,57545,40.8296,-73.9262,New York Mets,71.7,0.0,4,7,0,44,79,0.5569620253164557,1,1.0,0.5,0.9650534364410461
2001,2001-07-07,NYM,0,55589,0,57545,40.8296,-73.9262,New York Mets,78.2,0.0,5,7,1,45,79,0.569620253164557,1,1.0,0.0,0.9660092101833347
2001,2001-07-08,NYM,1,55528,1,57545,40.8296,-73.9262,New York Mets,74.6,1.6,6,7,1,46,79,0.5822784810126582,1,0.8,0.5,0.9649491702146147
2001,2001-07-20,TOR,0,46634,1,57545,40.8296,-73.9262,Toronto Blue Jays,79.4,0.0,4,7,0,47,79,0.5949367088607594,0,0.8,0.6666666666666666,0.8103918672343383
2001,2001-07-21,TOR,0,55264,0,57545,40.8296,-73.9262,Toronto Blue Jays,84.9,0.0,5,7,1,48,79,0.6075949367088608,0,0.6,0.75,0.9603614562516292
2001,2001-07-22,TOR,1,51132,0,57545,40.8296,-73.9262,Toronto Blue Jays,84.7,0.0,6,7,1,49,79,0.620253164556962,0,0.4,0.8,0.8885567816491442
2001,2001-07-23,TOR,1,38573,1,57545,40.8296,-73.9262,Toronto Blue Jays,88.9,0.0,0,7,0,50,79,0.6329113924050633,0,0.4,0.6666666666666666,0.6703101920236337
2001,2001-07-24,DET,1,34519,1,57545,40.8296,-73.9262,Detroit Tigers,92.3,0.0,1,7,0,51,79,0.6455696202531646,0,0.6,0.5,0.599860978364758
2001,2001-07-25,DET,1,34480,1,57545,40.8296,-73.9262,Detroit Tigers,95.8,0.6,2,7,0,52,79,0.6582278481012658,0,0.6,0.0,0.5991832478929533
2001,2001-07-26,DET,1,45221,0,57545,40.8296,-73.9262,Detroit Tigers,80.3,20.9,3,7,0,53,79,0.6708860759493671,0,0.8,0.0,0.7858371709097228
2001,2001-07-31,TEX,0,45978,1,57545,40.8296,-73.9262,Texas Rangers,80.0,0.0,1,7,0,54,79,0.6835443037974683,0,1.0,0.5,0.7989920931444956
2001,2001-08-01,TEX,1,41714,1,57545,40.8296,-73.9262,Texas Rangers,86.4,0.0,2,8,0,55,79,0.6962025316455697,0,0.8,1.0,0.7248935615605179
2001,2001-08-02,TEX,0,52169,0,57545,40.8296,-73.9262,Texas Rangers,89.5,0.0,3,8,0,56,79,0.7088607594936709,0,0.8,0.5,0.9065774611173864
2001,2001-08-03,ANA,1,40490,1,57545,40.8296,-73.9262,ANA,87.4,0.1,4,8,0,57,79,0.7215189873417721,0,0.6,0.5,0.7036232513684942
2001,2001-08-04,ANA,1,46416,0,57545,40.8296,-73.9262,ANA,83.5,9.6,5,8,1,58,79,0.7341772151898734,0,0.6,0.0,0.8066035276739942
2001,2001-08-05,ANA,0,48978,0,57545,40.8296,-73.9262,ANA,83.9,1.9,6,8,1,59,79,0.7468354430379747,0,0.6,0.0,0.8511252063602398
2001,2001-08-06,ANA,0,40232,0,57545,40.8296,-73.9262,ANA,90.3,0.0,0,8,0,60,79,0.759493670886076,0,0.6,0.3333333333333333,0.6991398036319402
2001,2001-08-14,TBD,1,34521,1,57545,40.8296,-73.9262,TBD,81.8,0.0,1,8,0,61,79,0.7721518987341772,0,0.4,0.0,0.5998957337735685
2001,2001-08-15,TBD,1,32103,1,57545,40.8296,-73.9262,TBD,79.5,0.0,2,8,0,62,79,0.7848101265822784,0,0.6,0.0,0.5578764445216787
2001,2001-08-16,TBD,1,43600,0,57545,40.8296,-73.9262,TBD,81.2,0.0,3,8,0,63,79,0.7974683544303798,0,0.6,0.0,0.7576679120688157
2001,2001-08-17,SEA,1,54616,1,57545,40.8296,-73.9262,Seattle Mariners,85.1,0.3,4,8,0,64,79,0.810126582278481,0,0.6,1.0,0.9491007037970284
2001,2001-08-18,SEA,0,55294,0,57545,40.8296,-73.9262,Seattle Mariners,83.0,0.0,5,8,1,65,79,0.8227848101265823,0,0.8,0.75,0.9608827873837866
2001,2001-08-19,SEA,0,54339,0,57545,40.8296,-73.9262,Seattle Mariners,79.9,0.0,6,8,1,66,79,0.8354430379746836,0,0.8,0.8,0.9442870796767747
2001,2001-08-28,TOR,1,37450,1,57545,40.8296,-73.9262,Toronto Blue Jays,84.1,0.0,1,8,0,67,79,0.8481012658227848,0,0.6,0.5714285714285714,0.6507950299765402
2001,2001-08-29,TOR,0,36855,1,57545,40.8296,-73.9262,Toronto Blue Jays,80.3,0.0,2,8,0,68,79,0.8607594936708861,0,0.6,0.5,0.6404552958554175
2001,2001-08-30,TOR,1,42537,0,57545,40.8296,-73.9262,Toronto Blue Jays,79.3,0.6,3,8,0,69,79,0.8734177215189873,0,0.4,0.5555555555555556,0.739195412286037
2001,2001-09-07,BOS,1,55524,1,57545,40.8296,-73.9262,Boston Red Sox,82.1,0.0,4,9,0,70,79,0.8860759493670886,1,0.4,0.16666666666666666,0.9648796593969936
2001,2001-09-08,BOS,1,55316,0,57545,40.8296,-73.9262,Boston Red Sox,82.6,0.0,5,9,1,71,79,0.8987341772151899,1,0.6,0.14285714285714285,0.961265096880702
2001,2001-09-09,BOS,1,55318,0,57545,40.8296,-73.9262,Boston Red Sox,82.1,0.0,6,9,1,72,79,0.9113924050632911,1,0.8,0.125,0.9612998522895125
2001,2001-09-25,TBD,0,33777,1,57545,40.8296,-73.9262,TBD,69.7,16.0,1,9,0,73,79,0.9240506329113924,0,0.8,0.0,0.5869667216960639
2001,2001-09-26,TBD,1,23352,1,57545,40.8296,-73.9262,TBD,63.2,0.0,2,9,0,74,79,0.9367088607594937,0,0.8,0.125,0.40580415327135283
2001,2001-09-28,BAL,1,42066,1,57545,40.8296,-73.9262,Baltimore Orioles,62.2,1.8,4,9,0,75,79,0.9493670886075949,0,0.8,0.3333333333333333,0.7310105135111652
2001,2001-09-29,BAL,0,55310,0,57545,40.8296,-73.9262,Baltimore Orioles,61.3,0.1,5,9,1,76,79,0.9620253164556962,0,0.8,0.2857142857142857,0.9611608306542706
2001,2001-10-01,CHW,1,8112,1,57545,40.8296,-73.9262,Chicago White Sox,56.5,22.2,0,10,0,77,79,0.9746835443037974,0,0.6,0.5,0.1409679381353723
2001,2001-10-02,CHW,1,10480,1,57545,40.8296,-73.9262,Chicago White Sox,72.3,0.0,1,10,0,78,79,0.9873417721518988,0,0.6,0.0,0.18211834216699974
